Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR
EMP0006289,Shelby Baker,R&D,Research Scientist,18/12/2024,"Marybury, Reunion",1,0,Retired,On-site,814790
EMP0006291,Blake Martin,Operations,Logistics Coordinator,11/12/2018,"Tylerchester, Greenland",4,6,Active,On-site,689179
EMP0006292,Travis Wright,R&D,Innovation Manager,11/12/2012,"Stevensport, Isle of Man",2,12,Active,Remote,525275
EMP0006296,Heidi Walker,Operations,Operations Executive,23/04/2016,"South Michael, Afghanistan",1,9,Resigned,Remote,509489
EMP0006299,Edwin Garcia,Sales,Account Manager,08/09/2024,"Simonburgh, Sierra Leone",4,0,Active,Remote,740003
EMP0006308,Valerie Young,Sales,Business Development Manager,20/06/2019,"East Cindymouth, Chad",3,6,Resigned,On-site,1041485
EMP0006311,Michael Delacruz,Finance,Accountant,21/08/2023,"Port Crystalville, Madagascar",1,1,Retired,Remote,659810
EMP0006312,Shannon Scott,Marketing,Marketing Executive,13/02/2020,"Lopezfort, France",1,5,Active,Remote,483842
EMP0006319,Brandon Davenport,R&D,Product Developer,12/01/2020,"Davidshire, Cote d'Ivoire",3,5,Resigned,Remote,737187
EMP0006325,Steven Summers,IT,DevOps Engineer,25/04/2016,"North Christian, United Kingdom",3,9,Active,Remote,739736
EMP0006328,Chelsea Hansen,Sales,Business Development Manager,18/03/2011,"Theresabury, Cook Islands",5,14,Resigned,Remote,1462568
EMP0006334,Allison Sandoval,Finance,Accountant,02/10/2020,"Lake Michaelhaven, Mozambique",5,4,Retired,On-site,531480
EMP0006336,Brenda Franklin,Marketing,Content Strategist,26/10/2016,"Hubbardside, Saint Helena",2,8,Active,On-site,665393
EMP0006348,Brianna Whitney,IT,Software Engineer,12/06/2018,"East Anthonychester, Falkland Islands (Malvinas)",2,7,Resigned,On-site,782463
EMP0006349,Robert Johnson,Sales,Sales Executive,18/05/2022,"Reynoldsberg, Kiribati",4,3,Active,On-site,783126
EMP0006350,Laura Parker,Sales,Sales Executive,04/03/2025,"Jeffreymouth, Switzerland",2,0,Retired,On-site,691554
EMP0006352,Tracy Dennis,IT,Software Engineer,04/12/2024,"Ryanland, Spain",4,0,Active,On-site,1124972
EMP0006357,Gary Valdez,Marketing,Marketing Executive,05/12/2019,"Andersonside, Antigua and Barbuda",4,5,Active,On-site,1157080
EMP0006359,Jacqueline Brock,HR,HR Executive,24/05/2023,"North Jenniferville, Fiji",2,2,Active,Remote,718981
EMP0006361,William Moreno,R&D,Research Scientist,21/11/2019,"North Stevenborough, Madagascar",2,5,Active,On-site,1097593
EMP0006363,Douglas Nguyen,Operations,Operations Executive,06/11/2021,"New Danielside, Mongolia",4,3,Active,On-site,528000
EMP0006364,Tracey Richardson,HR,Talent Acquisition Specialist,29/03/2011,"Lake Hollyborough, Portugal",1,14,Active,On-site,840258
EMP0006365,Joanna Collins,IT,DevOps Engineer,06/10/2022,"Courtneyborough, Trinidad and Tobago",1,2,Resigned,Remote,880601
EMP0006366,Aimee Gray,IT,DevOps Engineer,09/08/2022,"Jacquelinefurt, Marshall Islands",4,3,Terminated,On-site,1043432
EMP0006371,Robert Hicks,Sales,Sales Executive,24/05/2021,"Smallmouth, Paraguay",5,4,Active,Remote,728921
EMP0006379,Greg Gonzalez,Sales,Account Manager,25/03/2018,"Campbellside, Mongolia",3,7,Active,On-site,991079
EMP0006382,Jesse Stanton,HR,HR Executive,17/12/2020,"Lake William, Mexico",4,4,Active,Remote,761783
EMP0006387,Cheryl Mendoza,Sales,Sales Executive,26/04/2020,"Port Cindy, Eritrea",2,5,Active,Remote,416620
EMP0006394,Michael Hoffman,Finance,Financial Analyst,27/08/2014,"New Mitchell, Samoa",4,10,Active,On-site,620169
EMP0006408,Mr. Robert Dunn,Finance,Accountant,07/02/2011,"Mitchellmouth, Sudan",5,14,Active,On-site,759447
EMP0006409,Carl Ochoa,HR,HR Manager,08/07/2015,"Port Sherritown, Belarus",2,10,Resigned,On-site,1556168
EMP0006410,Anthony Stokes,Operations,Logistics Coordinator,27/07/2023,"New Katherine, North Macedonia",2,2,Active,On-site,700862
EMP0006414,Carmen Smith,Sales,Account Manager,26/02/2018,"North Jessica, Chad",3,7,Active,Remote,568446
EMP0006416,Dennis Tran,Finance,Accountant,11/08/2014,"New George, Mauritius",1,11,Active,Remote,886414
EMP0006417,Tina Valencia,R&D,Research Scientist,16/09/2011,"Jonesfort, Saint Kitts and Nevis",2,13,Terminated,Remote,595045
EMP0006421,Laura Franklin,R&D,Product Developer,07/05/2020,"West Elizabeth, Malawi",3,5,Active,On-site,594734
EMP0006422,Eddie Rivera MD,Finance,Accountant,19/11/2011,"Lake Meganborough, Paraguay",2,13,Resigned,Remote,836867
EMP0006434,Nathaniel Alexander,HR,Talent Acquisition Specialist,04/07/2018,"East Amy, Benin",1,7,Active,On-site,466989
EMP0006435,Mary Hardin,HR,Talent Acquisition Specialist,18/09/2012,"Kaneland, Dominica",1,12,Active,On-site,740881
EMP0006440,Mark Wade,Sales,Business Development Manager,21/01/2018,"South Michaelshire, Kuwait",3,7,Active,Remote,1612909
EMP0006442,Erica Rice,Marketing,Marketing Executive,28/08/2020,"South Patrick, Malaysia",5,4,Resigned,On-site,593375
EMP0006450,Robert Bell,IT,Software Engineer,18/09/2023,"Lake Michael, Iraq",2,1,Resigned,Remote,965485
EMP0006455,Melissa Cunningham,Operations,Operations Executive,16/03/2018,"Lake Allisonshire, Ecuador",2,7,Resigned,Remote,1125980
EMP0006458,Theresa Lee,Sales,Sales Executive,12/05/2014,"West Michaela, Luxembourg",5,11,Resigned,On-site,771894
EMP0006469,Faith Pennington,Marketing,Marketing Executive,10/07/2022,"Goodwinmouth, Panama",1,3,Active,Remote,1111033
EMP0006471,Roger Baker,IT,IT Manager,08/05/2013,"Port Lisa, Ghana",3,12,Active,On-site,2610914
EMP0006473,Sara Gay,IT,Data Analyst,14/10/2017,"East Miguelchester, Slovakia (Slovak Republic)",4,7,Active,On-site,948979
EMP0006476,Ian Newman,IT,Software Engineer,13/07/2012,"East Kevin, Burundi",1,13,Active,Remote,1462445
EMP0006478,Dennis Ross,IT,Data Analyst,20/03/2012,"Jaimeport, Trinidad and Tobago",1,13,Active,Remote,1118001
EMP0006481,Sally Smith,Operations,Logistics Coordinator,16/10/2010,"West Sandramouth, Mexico",1,14,Active,On-site,585755
EMP0006482,Paul Burns,Sales,Sales Executive,03/12/2021,"South Mark, Ireland",5,3,Active,Remote,649505
EMP0006483,Austin Church,Operations,Operations Executive,22/09/2024,"North Johnborough, Gabon",4,0,Active,Remote,479739
EMP0006484,Adam Carter,IT,DevOps Engineer,11/08/2017,"Sanchezshire, Luxembourg",1,8,Active,Remote,707676
EMP0006485,Barry Stone,Operations,Operations Executive,27/01/2015,"Francesborough, Algeria",2,10,Terminated,On-site,943313
EMP0006490,Christopher Rodriguez,HR,HR Executive,16/12/2021,"North Sarah, American Samoa",5,3,Terminated,On-site,650427
EMP0006491,William Frank,IT,Software Engineer,19/01/2015,"West Annette, Papua New Guinea",5,10,Active,On-site,1261622
EMP0006494,Wayne Harrington,Finance,Accountant,26/08/2015,"Port Emily, Guernsey",5,9,Active,On-site,713220
EMP0006499,Emily Martinez DVM,Operations,Operations Executive,24/11/2019,"North Matthewfurt, Afghanistan",3,5,Retired,On-site,792194
EMP0006500,Sierra Jones,IT,Data Analyst,11/10/2015,"Port Christopherbury, Denmark",2,9,Terminated,Remote,700438
EMP0006507,Kimberly Greene,IT,Software Engineer,28/09/2024,"East Jennifer, Belize",5,0,Active,On-site,1645680
EMP0006508,Mr. Scott Boone,IT,Software Engineer,14/10/2013,"Shannonborough, Cambodia",3,11,Active,On-site,1275624
EMP0006509,Janet Snyder,IT,CTO,08/01/2020,"New Calebborough, Lao People's Democratic Republic",4,5,Resigned,On-site,771759
EMP0006512,Brent Dixon,IT,DevOps Engineer,20/04/2013,"South Rosemouth, Luxembourg",5,12,Active,On-site,1064638
EMP0006526,Kristina Riggs,Finance,Financial Analyst,24/04/2011,"Port Carolstad, Uganda",4,14,Retired,On-site,1063207
EMP0006542,Katrina Garza,IT,Software Engineer,19/11/2020,"Ryanstad, Mozambique",5,4,Terminated,On-site,1164625
EMP0006543,Shawn Tyler,Marketing,Brand Manager,15/07/2020,"West James, Monaco",5,5,Terminated,Remote,620348
EMP0006547,Kevin Foster,HR,Talent Acquisition Specialist,25/05/2020,"Bondville, Fiji",5,5,Resigned,On-site,1105484
EMP0006551,Adrian Peterson,Finance,Accountant,30/04/2022,"New Melissa, Latvia",5,3,Active,Remote,879333
EMP0006554,Robert Patel,HR,Talent Acquisition Specialist,05/10/2024,"Port Angela, Panama",1,0,Active,On-site,1195891
EMP0006568,Maria Trujillo,Finance,Accountant,13/06/2019,"Lake John, United Arab Emirates",4,6,Active,Remote,835824
EMP0006574,Jennifer Ramirez,Sales,Sales Executive,17/09/2015,"Port Geoffreyville, Norfolk Island",2,9,Active,Remote,769716
EMP0006576,Thomas Ellison,IT,Software Engineer,07/02/2016,"Maryburgh, Chad",5,9,Retired,On-site,1754765
EMP0006579,Angela Torres,Marketing,Marketing Executive,11/12/2022,"Angelamouth, Tajikistan",3,2,Active,On-site,885448
EMP0006583,Mrs. Lynn Singh,Sales,Account Manager,17/08/2021,"West Mark, Paraguay",4,3,Active,On-site,444702
EMP0006592,Stephen Ponce,R&D,Research Scientist,11/01/2013,"West Johnton, Luxembourg",1,12,Active,On-site,672305
EMP0006596,Jennifer Anderson,IT,Data Analyst,06/05/2016,"Thomaschester, Turkey",2,9,Retired,On-site,700466
EMP0006597,Monica Kim,Finance,Accountant,24/12/2024,"North Evan, Maldives",2,0,Active,On-site,487727
EMP0006598,Brian Alexander,IT,Software Engineer,12/01/2023,"Lake Veronicafort, Nigeria",3,2,Active,Remote,1188412
EMP0006609,Donna Moore,IT,IT Manager,13/05/2021,"Port Katelynburgh, Togo",4,4,Active,Remote,2423867
EMP0006612,Phyllis Williams,Marketing,SEO Specialist,23/08/2016,"Lisabury, Montenegro",3,8,Active,Remote,447796
EMP0006614,Kimberly Graham,Finance,Financial Analyst,19/08/2019,"Melvinborough, Antarctica (the territory South of 60 deg S)",2,5,Active,On-site,1145554
EMP0006619,John Rivera,IT,Software Engineer,23/04/2023,"Thomaston, Tunisia",5,2,Resigned,Remote,1198384
EMP0006622,Monica Hurley,IT,Software Engineer,25/07/2016,"New Kristy, Tokelau",1,9,Resigned,On-site,1302759
EMP0006626,Roger Morris,IT,Data Analyst,24/09/2013,"East Rachelchester, Czech Republic",2,11,Active,On-site,591038
EMP0006632,Richard Carpenter,Operations,Operations Executive,25/05/2016,"Lake Albertfurt, Pitcairn Islands",5,9,Active,On-site,624177
EMP0006647,Taylor Keller,IT,Data Analyst,11/02/2017,"Reginaldmouth, Montserrat",3,8,Active,On-site,1151271
EMP0006653,Amy Wagner,Finance,Accountant,28/11/2012,"Morrowbury, Azerbaijan",5,12,Active,Remote,687025
EMP0006657,Mr. Peter Chavez,Operations,Logistics Coordinator,28/07/2024,"West Melissa, United States Virgin Islands",4,1,Resigned,Remote,477444
EMP0006658,Victoria Wood,Finance,Accountant,03/06/2016,"Edwardsville, Northern Mariana Islands",2,9,Active,Remote,719682
EMP0006660,Brittany Mclean,Marketing,SEO Specialist,27/07/2012,"North Wesley, Belarus",3,13,Resigned,On-site,721371
EMP0006668,Maria Powell,IT,Software Engineer,22/03/2015,"East Richard, Grenada",1,10,Active,On-site,1545235
EMP0006673,Pam Gray,Sales,Sales Executive,12/10/2016,"Phillipchester, Saint Kitts and Nevis",1,8,Resigned,On-site,514475
EMP0006675,Elizabeth Quinn,IT,Software Engineer,29/07/2024,"Port Jose, Vanuatu",4,1,Active,On-site,848476
EMP0006679,Scott Garrison,Marketing,SEO Specialist,09/09/2020,"Ortizmouth, Equatorial Guinea",5,4,Active,On-site,688486
EMP0006696,Lauren Winters,IT,Software Engineer,21/09/2015,"New Lucasshire, Gibraltar",3,9,Resigned,Remote,1389130
EMP0006697,Tonya Bradley,Sales,Sales Executive,14/09/2018,"Bairdfurt, Kiribati",2,6,Active,On-site,649806
EMP0006705,Rebecca Wells,IT,IT Manager,31/03/2022,"West Janetside, Iraq",3,3,Retired,On-site,2549533
EMP0006709,Taylor Sparks,Sales,Sales Executive,15/04/2015,"Lake Christian, Oman",1,10,Active,On-site,630983
EMP0006710,Shannon Miller,Operations,Logistics Coordinator,04/10/2024,"Adamfurt, Austria",4,0,Active,Remote,481360
EMP0006713,Derrick Sullivan,Finance,Accountant,08/08/2012,"Port Anne, Netherlands Antilles",2,13,Active,On-site,403262
EMP0006722,Philip Schwartz,Sales,Sales Executive,03/04/2014,"Martinborough, Afghanistan",4,11,Active,On-site,418587
EMP0006729,Amanda Campbell,IT,DevOps Engineer,16/09/2023,"West Melissaville, Russian Federation",2,1,Active,Remote,1092311
EMP0006731,Mary Howard,HR,Talent Acquisition Specialist,13/08/2016,"Davisport, Cayman Islands",3,9,Terminated,On-site,749422
EMP0006734,Ricky Hawkins,Sales,Account Manager,18/07/2014,"East David, Morocco",3,11,Active,Remote,707462
EMP0006739,Ellen Mendez,IT,CTO,14/04/2011,"West Patricia, Malta",2,14,Resigned,On-site,1074082
EMP0006745,Kayla Nguyen,Sales,Sales Executive,04/03/2012,"Jonathanside, Samoa",3,13,Active,On-site,679526
EMP0006748,Crystal Webb,Marketing,Marketing Executive,28/10/2013,"Morganhaven, Bhutan",4,11,Active,Remote,1050674
EMP0006755,Amanda Lowe,Sales,Account Manager,12/05/2018,"Lake Keithland, Macao",1,7,Resigned,Remote,426112
EMP0006757,Autumn Flores,Operations,Operations Executive,02/09/2018,"Davidland, Bermuda",3,6,Retired,On-site,478119
EMP0006769,Jessica Robinson,R&D,Research Scientist,29/09/2020,"Bondmouth, Martinique",2,4,Active,Remote,583413
EMP0006772,Karen Olson,HR,Talent Acquisition Specialist,21/10/2012,"Colemouth, United States Virgin Islands",5,12,Active,Remote,920881
EMP0006775,Barbara Thompson,HR,Talent Acquisition Specialist,26/12/2012,"North Dustin, Madagascar",4,12,Active,On-site,1064329
EMP0006776,Matthew Bender,Operations,Logistics Coordinator,05/03/2021,"Davidborough, Syrian Arab Republic",1,4,Terminated,Remote,852362
EMP0006782,Michael Thompson,Operations,Supply Chain Manager,20/03/2018,"Ryanshire, Western Sahara",5,7,Active,On-site,722260
EMP0006784,Debra Johnston,IT,DevOps Engineer,28/02/2017,"Anthonyton, Australia",4,8,Active,On-site,1015201
EMP0006790,Matthew Gonzalez,IT,Software Engineer,18/04/2024,"Mollyville, Guam",2,1,Active,On-site,869823
EMP0006791,Robyn Reed MD,Marketing,SEO Specialist,09/03/2020,"Nathanburgh, Thailand",5,5,Active,Remote,768305
EMP0006793,Heather Ferrell,Operations,Operations Director,08/01/2018,"Thomasmouth, Estonia",1,7,Active,Remote,883020
EMP0006795,Todd Baker,Sales,Account Manager,22/11/2015,"West Andrew, United States Minor Outlying Islands",4,9,Active,On-site,855205
EMP0006797,Nancy Morgan,Sales,Sales Executive,18/10/2019,"New Andre, Liberia",1,5,Resigned,On-site,675585
EMP0006803,Ashley Gallagher,HR,HR Executive,04/06/2017,"Christineville, Micronesia",5,8,Terminated,On-site,560251
EMP0006804,Christopher Glover DDS,Sales,Sales Executive,30/04/2025,"Lake Victoria, Jersey",5,0,Active,Remote,573543
EMP0006805,Kyle Crawford,Operations,Logistics Coordinator,08/04/2012,"Kevinfort, Seychelles",1,13,Active,Remote,757975
EMP0006806,Michael Wise,Operations,Operations Executive,07/10/2015,"North Raymondton, Mauritania",1,9,Active,On-site,852034
EMP0006807,Gina Weaver,Sales,Account Manager,03/09/2014,"Harrisonshire, Monaco",4,10,Active,On-site,769100
EMP0006812,Emily Holland,IT,Software Engineer,09/12/2017,"Richardston, Marshall Islands",4,7,Active,Remote,1098880
EMP0006817,Amber Murphy,Marketing,Brand Manager,30/01/2019,"Lisabury, Saint Pierre and Miquelon",2,6,Active,On-site,802878
EMP0006821,Zachary Underwood,IT,Software Engineer,25/11/2019,"Smithfort, Solomon Islands",5,5,Resigned,Remote,1038271
EMP0006822,Andrew Edwards,IT,IT Manager,16/06/2012,"North Lauraport, Uzbekistan",5,13,Active,On-site,1412993
EMP0006825,Seth Ramirez,Marketing,Marketing Executive,13/12/2011,"Port Danny, British Virgin Islands",1,13,Active,Remote,868435
EMP0006826,Ryan King,Finance,Accountant,26/11/2017,"South Kyle, Serbia",2,7,Active,Remote,801262
EMP0006830,Rebecca Tran,Finance,Financial Analyst,07/12/2021,"Brooksfurt, Micronesia",1,3,Resigned,On-site,1252710
EMP0006834,Christopher Fox,Operations,Operations Executive,29/01/2024,"Brandonbury, Honduras",3,1,Active,Remote,639816
EMP0006841,Cathy Knox,IT,Software Engineer,25/06/2014,"Tammyburgh, Turkey",5,11,Active,On-site,951316
EMP0006858,Allen Glover,IT,Software Engineer,08/08/2011,"North Andrew, Saint Kitts and Nevis",2,14,Retired,On-site,655143
EMP0006860,Derrick Arnold,HR,Talent Acquisition Specialist,24/03/2013,"Port Williamfort, Israel",4,12,Active,On-site,512236
EMP0006868,Robyn Haynes,Operations,Logistics Coordinator,27/09/2018,"Smithview, Saint Vincent and the Grenadines",3,6,Active,Remote,680011
EMP0006870,Linda Cunningham,IT,Software Engineer,24/11/2010,"West Dominicport, Belarus",1,14,Resigned,Remote,1637636
EMP0006873,Kaitlyn Jackson,IT,Data Analyst,14/11/2021,"West Scottport, China",3,3,Resigned,On-site,1153970
EMP0006879,Kimberly Smith,Sales,Sales Director,17/07/2014,"Cortezstad, Faroe Islands",3,11,Active,On-site,485669
EMP0006883,Gregory Shannon,Operations,Logistics Coordinator,18/08/2013,"Vincentburgh, Samoa",4,11,Resigned,Remote,767042
EMP0006887,Thomas Simmons,Marketing,SEO Specialist,19/10/2015,"Watsonberg, Georgia",5,9,Active,Remote,545163
EMP0006892,Taylor Allen,Operations,Operations Executive,26/01/2025,"Carrborough, Cambodia",5,0,Active,Remote,684834
EMP0006896,Charles Harrison,Operations,Supply Chain Manager,07/04/2017,"Port Ernestfurt, Cocos (Keeling) Islands",3,8,Active,On-site,523578
EMP0006901,Robin Ortiz,Sales,Sales Executive,02/10/2018,"Maybury, Papua New Guinea",4,6,Active,Remote,465092
EMP0006905,Mario Craig,Operations,Logistics Coordinator,15/08/2023,"Susanland, Pakistan",5,2,Resigned,Remote,740318
EMP0006907,Jacqueline Matthews,HR,HR Executive,20/07/2020,"East Henryfort, Sweden",5,5,Active,On-site,461928
EMP0006914,Jason Weaver,HR,HR Manager,22/03/2022,"Port Alison, Latvia",4,3,Active,Remote,1501975
EMP0006915,Stephanie Shields,IT,Software Engineer,25/02/2014,"Ryanville, Nauru",2,11,Retired,Remote,1478066
EMP0006923,Anthony Evans,IT,Software Engineer,29/02/2016,"Port Paige, Mauritius",5,9,Active,On-site,786918
EMP0006927,Erika Parker,IT,Data Analyst,11/02/2020,"East Matthewshire, Moldova",5,5,Active,On-site,579318
EMP0006933,Stephen Chambers,Operations,Logistics Coordinator,14/04/2015,"New Stacyberg, Antigua and Barbuda",4,10,Active,On-site,605412
EMP0006937,John Gregory,HR,HR Executive,23/04/2019,"West Aprilfort, Mayotte",2,6,Active,Remote,346846
EMP0006946,Michele Stone,Marketing,Content Strategist,24/07/2024,"Gregoryton, Nauru",5,1,Active,On-site,963455
EMP0006947,Stephen Ross,Marketing,SEO Specialist,25/09/2017,"Port Eric, Cape Verde",2,7,Resigned,On-site,678158
EMP0006955,Sean Allen,IT,Software Engineer,26/02/2017,"Woodport, South Africa",3,8,Active,On-site,906022
EMP0006958,Michele Green,Marketing,Marketing Executive,22/08/2011,"South Jacqueline, New Caledonia",5,13,Active,On-site,1110748
EMP0006966,Christopher Hernandez,IT,Software Engineer,28/11/2016,"North Melissafort, British Indian Ocean Territory (Chagos Archipelago)",5,8,Resigned,Remote,1596230
EMP0006975,Anthony Thompson,Marketing,Marketing Executive,03/02/2016,"Caitlynfort, Isle of Man",4,9,Active,Remote,571137
EMP0006982,Stephen Hanson,HR,Talent Acquisition Specialist,10/11/2015,"Hallside, China",2,9,Active,Remote,455632
EMP0006992,Kristin Jackson,Marketing,Content Strategist,24/11/2022,"North Kimberly, Belarus",4,2,Active,On-site,1083606
EMP0006996,Hannah Lee,Operations,Logistics Coordinator,27/04/2011,"Lake Randy, Slovenia",4,14,Active,On-site,494291
EMP0007001,Joseph Thompson,Operations,Operations Director,09/10/2020,"Emilyport, Sri Lanka",3,4,Active,Remote,423116
EMP0007002,Denise Roberts,Finance,CFO,28/02/2018,"North Oscarbury, Suriname",5,7,Active,On-site,536115
EMP0007004,Bradley Garcia,HR,HR Executive,15/09/2012,"Baileyhaven, Malaysia",2,12,Active,On-site,662251
EMP0007006,Regina Adams,HR,Talent Acquisition Specialist,24/03/2016,"Josephborough, Sri Lanka",5,9,Resigned,On-site,1092820
EMP0007009,Charles Hernandez,Sales,Account Manager,29/09/2014,"East Ann, Jersey",1,10,Active,Remote,408883
EMP0007011,Hayley Miller,Operations,Operations Executive,07/03/2018,"Lake Paulfurt, Azerbaijan",4,7,Active,Remote,751852
EMP0007015,James Vasquez,Operations,Operations Executive,09/07/2021,"West Patriciafurt, France",3,4,Active,On-site,743272
EMP0007016,Sharon Jackson,Marketing,SEO Specialist,02/10/2015,"Thompsonchester, Northern Mariana Islands",3,9,Resigned,Remote,584742
EMP0007030,Kyle Bass,IT,Software Engineer,16/05/2020,"Williamsstad, Brunei Darussalam",3,5,Active,On-site,1491623
EMP0007039,Scott Martin,Sales,Sales Executive,06/10/2010,"North Derrickton, United Kingdom",2,14,Active,On-site,574485
EMP0007047,Michelle Mora,IT,Software Engineer,25/12/2017,"Munozshire, Senegal",3,7,Active,Remote,1590594
EMP0007050,Linda Conway,Operations,Logistics Coordinator,12/03/2025,"Lake Loganland, Barbados",3,0,Active,On-site,747395
EMP0007054,Brett Brewer,Sales,Business Development Manager,06/03/2016,"Lake Heatherview, Nepal",4,9,Active,Remote,821700
EMP0007061,Dale Watkins,Marketing,Marketing Executive,05/10/2014,"Taylorberg, Samoa",3,10,Active,Remote,583069
EMP0007062,William Mendoza,IT,CTO,08/05/2015,"Haneyberg, Montserrat",4,10,Active,On-site,467519
EMP0007073,Kimberly Grant,Sales,Sales Executive,22/04/2016,"Russellchester, Congo",5,9,Active,Remote,603358
EMP0007083,Leonard Gomez,Sales,Account Manager,22/04/2020,"Owenstown, San Marino",1,5,Active,On-site,1085594
EMP0007091,Linda Bowers,IT,Software Engineer,26/03/2015,"North Rickeystad, Singapore",3,10,Active,On-site,1289854
EMP0007093,Kenneth Rose,Marketing,Marketing Executive,01/11/2016,"Sherribury, Andorra",1,8,Active,Remote,1031100
EMP0007096,Joe Butler,Sales,Account Manager,21/05/2022,"North Curtis, Swaziland",2,3,Active,Remote,797882
EMP0007097,Kathy Jordan,Marketing,Marketing Executive,06/07/2016,"South Michael, Netherlands",1,9,Terminated,Remote,1156837
EMP0007104,Ivan Mccarthy,IT,Data Analyst,13/01/2021,"Kathychester, Holy See (Vatican City State)",2,4,Active,On-site,892147
EMP0007105,Marissa Roberson,IT,Software Engineer,12/10/2020,"Tanyaport, San Marino",1,4,Resigned,Remote,932987
EMP0007112,Timothy Turner,HR,HR Executive,07/03/2012,"Clarkmouth, Saint Martin",4,13,Active,Remote,622815
EMP0007122,Elizabeth Sanchez,IT,Software Engineer,16/05/2019,"Nixonview, Tuvalu",3,6,Active,Remote,660020
EMP0007124,Eric Welch,Finance,Accountant,25/09/2023,"East Victoria, Canada",2,1,Active,Remote,463331
EMP0007125,Andrew Solomon,Operations,Operations Executive,13/07/2023,"New Anthony, Macao",3,2,Resigned,On-site,788378
EMP0007132,Hannah Johnson,HR,HR Executive,04/05/2012,"Randallstad, El Salvador",3,13,Active,Remote,300255
EMP0007140,Stacey Collins,IT,Software Engineer,19/04/2014,"Pereztown, Comoros",2,11,Active,Remote,889918
EMP0007145,Jonathan Lopez,Sales,Sales Executive,09/09/2010,"Cassandraview, Liberia",4,14,Resigned,Remote,836879
EMP0007158,Joshua Harrington DDS,Sales,Business Development Manager,07/06/2016,"South Jamesburgh, Djibouti",5,9,Active,Remote,1193373
EMP0007160,Steven Chang,Sales,Business Development Manager,10/12/2017,"Camposborough, Swaziland",1,7,Active,On-site,1487851
EMP0007163,Denise Johnson,Sales,Business Development Manager,28/03/2019,"Castroberg, Togo",2,6,Active,Remote,1654083
EMP0007165,Lori Snyder,Sales,Account Manager,26/07/2016,"North Christopher, Lebanon",4,9,Active,On-site,494429
EMP0007174,Jerry Mccall,Marketing,SEO Specialist,29/01/2015,"Mariemouth, Sierra Leone",1,10,Active,On-site,721677
EMP0007177,Courtney Marks,Operations,Logistics Coordinator,08/06/2016,"East Amanda, Australia",1,9,Active,On-site,845410
EMP0007192,Bethany Kelley,Operations,Logistics Coordinator,01/11/2021,"Port David, Cape Verde",2,3,Active,Remote,527690
EMP0007197,Janet Morris,Sales,Account Manager,23/10/2021,"East Richardland, Svalbard & Jan Mayen Islands",5,3,Retired,Remote,811450
EMP0007198,Deanna Douglas,IT,Software Engineer,30/05/2018,"West Emily, Chad",1,7,Active,On-site,842122
EMP0007199,Mark Holt,IT,IT Manager,19/03/2011,"Port Marybury, Cote d'Ivoire",3,14,Active,Remote,2565524
EMP0007200,Elaine Holloway,Operations,Operations Executive,19/10/2017,"East Dylanside, Uzbekistan",2,7,Active,On-site,847782
EMP0007202,Nathan Flores,IT,Software Engineer,10/10/2015,"North Sharonmouth, Aruba",3,9,Active,On-site,1333924
EMP0007204,Ashlee Santiago,HR,Talent Acquisition Specialist,28/06/2014,"Buchananside, Mongolia",5,11,Resigned,Remote,641020
EMP0007207,Samantha Graham,Sales,Sales Director,27/01/2014,"Simmonsville, Turkey",5,11,Retired,On-site,1084981
EMP0007211,David Mathis Jr.,Sales,Account Manager,12/12/2015,"New Sherry, Fiji",5,9,Active,On-site,625444
EMP0007222,Sandra Long,Finance,Accountant,24/03/2014,"Lake Elizabeth, Korea",3,11,Resigned,On-site,414858
EMP0007230,Mark Chapman,HR,HR Manager,22/11/2021,"Carlosside, Zimbabwe",4,3,Active,On-site,1039545
EMP0007235,Edward King,IT,DevOps Engineer,14/09/2021,"Elizabethmouth, Tajikistan",1,3,Active,On-site,479068
EMP0007237,Nicole Palmer,HR,HR Executive,16/02/2018,"South Michaelbury, Tonga",1,7,Active,On-site,610619
EMP0007244,Sharon Morris,IT,CTO,11/02/2013,"Wolfmouth, Germany",2,12,Resigned,On-site,577243
EMP0007253,Joseph Cooper,Operations,Supply Chain Manager,10/09/2020,"South Charlesport, Palau",2,4,Retired,On-site,690833
EMP0007255,Tyler Zimmerman,R&D,Research Scientist,17/02/2013,"Lake Douglas, French Southern Territories",1,12,Active,Remote,1117872
EMP0007256,Manuel Campbell,IT,IT Manager,17/05/2021,"Lake Brian, Armenia",3,4,Active,On-site,1286642
EMP0007257,Jeremy Chase,Sales,Sales Executive,25/11/2014,"Port Ashley, Turkey",5,10,Active,On-site,849553
EMP0007258,Sherry Nelson,R&D,Product Developer,26/12/2021,"Bruceville, Tajikistan",3,3,Active,On-site,771006
EMP0007260,William Taylor,IT,Software Engineer,07/06/2019,"Petersonbury, Swaziland",3,6,Resigned,Remote,1314709
EMP0007265,Emily Baker,Sales,Business Development Manager,03/09/2022,"Port Nicholas, Paraguay",3,2,Resigned,On-site,1056199
EMP0007266,Christopher Taylor,HR,HR Executive,23/04/2015,"Brownton, North Macedonia",2,10,Active,Remote,350205
EMP0007268,Kimberly Sullivan,R&D,Lab Technician,08/12/2016,"Martinton, Fiji",2,8,Active,Remote,617852
